StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,QID69,QID3,QID4,DOB1#1_1,DOB1#2_1,DOB1#3_1,QID10,QID11,QID12,QID13,QID14,QID15,QID63,QID72,lifesat3,QID74,QID75,QID76,QID77,QID78,QID79,QID80,QID81,QID16,QID17,QID18,Q16,Q17,Q18,Q19,Q20,Q21,Q22,QID26,QID27,QID28,QID29,QID30,QID31,QID32,QID33,QID34,QID35,QID36,QID37,QID38,QID39,QID40,QID41,QID42,QID43,QID44,QID45,QID46,QID47,QID48,QID49,QID50,QID51,QID52,QID53,QID54,QID83,QID84,QID85,QID86,fas5,QID88,QID101,QID101_5_TEXT,QID89,School contact,School name,School seed code,Local Authority
2024-07-18 11:14:37,2024-07-18 11:14:37,Survey Test,100,0,True,2024-07-18 11:14:38,R_9M6oCdfLU4LLqDk,test,,"Yes, I am happy to take part",Prefer not to say,Boy,November,22,1913,Poor,Prefer not to say,Some of the time,All of the time,Most of the time,Prefer not to say,9,9,10,10,7,0,1,7,3,3,6,Sometimes,Sometimes,Sometimes,Sometimes,Prefer not to say,Sometimes,"Never ",Prefer not to say,Prefer not to say,Sometimes,"Always ","Never ","Always ",Prefer not to say,"Always ",Prefer not to say,I like it a lot,A lot,Always,Often,Often,Sometimes,Often,Sometimes,Sometimes,Often,Sometimes,Sometimes,"Very often ",Almost never,Sometimes,Almost never,Sometimes,"Very often ",Prefer not to say,Sometimes,Often,Prefer not to say,Almost never,"Yes, one",Prefer not to say,One,Once,Prefer not to say,Yes,My postcode is:,EC1A 1HQ,"Hanging out with friends ,Chatting/messaging friends on phone or computer ,Going on the internet ",,TestSchoolC,,
2024-07-18 11:14:38,2024-07-18 11:14:38,Survey Test,100,0,True,2024-07-18 11:14:38,R_bsF3mYzDyo2Z90a,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestSchoolC,,
2024-07-18 11:14:38,2024-07-18 11:14:38,Survey Test,100,0,True,2024-07-18 11:14:38,R_3wRcqBaZn11dDVQ,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestSchoolC,,
2024-07-18 11:14:38,2024-07-18 11:14:38,Survey Test,100,0,True,2024-07-18 11:14:38,R_eXwWdvO9hR4q0se,test,,"Yes, I am happy to take part",P7,Boy,March,1,2006,Good,More than half of the time,Most of the time,Less than half of the time,More than half of the time,Most of the time,5,1,1,Prefer not to say,10,1,3,9,4,7,3,Sometimes,Prefer not to say,Sometimes,Sometimes,"Always ",Sometimes,"Always ",Prefer not to say,Sometimes,Prefer not to say,Prefer not to say,"Always ","Never ",Sometimes,Prefer not to say,"Always ",I don’t like it at all,A lot,Sometimes,Sometimes,Prefer not to say,Almost never,Often,"Very often ",Prefer not to say,"Very often ",Prefer not to say,Often,"Very often ",Sometimes,Prefer not to say,Almost never,Prefer not to say,Often,Almost never,Prefer not to say,Sometimes,Often,"Very often ","Yes, one",Yes,One,Twice,One,No,My postcode is:,EC1A 1HQ,"Outdoor activities (playing, walking, cycling etc) ,Doing things with family ",,TestSchoolC,,
2024-07-18 11:14:38,2024-07-18 11:14:38,Survey Test,100,0,True,2024-07-18 11:14:39,R_afnMl1VcG0siSwu,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestSchoolC,,
2024-07-18 11:14:39,2024-07-18 11:14:39,Survey Test,100,0,True,2024-07-18 11:14:39,R_cZqU3jeNaGGGF70,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestSchoolC,,
2024-07-18 11:14:39,2024-07-18 11:14:39,Survey Test,100,0,True,2024-07-18 11:14:39,R_5uT5yxghufR6GXQ,test,,"Yes, I am happy to take part",Prefer not to say,In another way,December,24,1970,Good,All of the time,At no time,Most of the time,Most of the time,Some of the time,Prefer not to say,5,4,3,3,1,10,8,10,8,8,"Never ","Never ",Prefer not to say,Prefer not to say,"Never ",Prefer not to say,Sometimes,"Always ","Always ",Sometimes,Prefer not to say,Sometimes,"Always ","Always ",Sometimes,"Never ",I like it a lot,A lot,Prefer not to say,Prefer not to say,Almost never,Sometimes,"Very often ",Often,Prefer not to say,Prefer not to say,Often,Prefer not to say,Prefer not to say,Almost never,Almost never,Almost never,Almost never,"Very often ",Often,"Very often ",Often,Sometimes,"Very often ",Prefer not to say,No,Two,More than twice,None,No,Prefer not to say,,"Chatting/messaging friends on phone or computer ",,TestSchoolC,,
2024-07-18 11:14:39,2024-07-18 11:14:39,Survey Test,100,0,True,2024-07-18 11:14:39,R_3U80gP8Z2wOXgsm,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestSchoolC,,
2024-07-18 11:14:39,2024-07-18 11:14:39,Survey Test,100,0,True,2024-07-18 11:14:40,R_8APE3AUKHeDc1q6,test,,"Yes, I am happy to take part",Prefer not to say,Girl,February,17,1960,Prefer not to say,All of the time,At no time,Most of the time,Less than half of the time,Prefer not to say,6,2,8,3,3,4,3,0,10,6,10,Sometimes,"Never ","Always ",Sometimes,Sometimes,Sometimes,Prefer not to say,"Never ",Sometimes,"Never ","Always ",Prefer not to say,Sometimes,"Never ",Prefer not to say,"Never ",I don’t like it at all,A lot,Never,Prefer not to say,Often,Often,Almost never,"Very often ",Prefer not to say,Sometimes,Often,Prefer not to say,Often,Often,Prefer not to say,"Very often ","Very often ","Very often ",Almost never,Prefer not to say,"Very often ",Prefer not to say,"Very often ","Yes, two or more",Prefer not to say,Prefer not to say,Prefer not to say,One,Yes,My postcode is:,EC1A 1HQ,"Hanging out with friends ,Chatting/messaging friends on phone or computer ,Playing computer games ",,TestSchoolC,,
2024-07-18 11:14:40,2024-07-18 11:14:40,Survey Test,100,0,True,2024-07-18 11:14:40,R_0kvcL7ROtRvKYdM,test,,"Yes, I am happy to take part",P7,Boy,February,1,1918,Poor,Prefer not to say,Less than half of the time,All of the time,Some of the time,Most of the time,5,10,2,9,Prefer not to say,7,4,5,6,Prefer not to say,4,"Never ","Never ",Prefer not to say,"Never ","Never ","Always ","Always ","Always ",Sometimes,Sometimes,Prefer not to say,"Always ","Never ","Never ","Always ",Sometimes,I like it a lot,Some,Often,Almost never,"Very often ","Very often ","Very often ","Very often ",Prefer not to say,Often,Almost never,"Very often ",Sometimes,Often,Almost never,Sometimes,Prefer not to say,Sometimes,Often,Prefer not to say,Sometimes,Often,Sometimes,Prefer not to say,Prefer not to say,Prefer not to say,Not at all,One,No,Don't know postcode,,"Watching TV ",,TestSchoolC,,
2024-07-18 11:14:40,2024-07-18 11:14:40,Survey Test,100,0,True,2024-07-18 11:14:40,R_ea4xIzHkCOfQiDs,test,,"Yes, I am happy to take part",Prefer not to say,Prefer not to say,April,29,1969,Prefer not to say,All of the time,Prefer not to say,Most of the time,Prefer not to say,All of the time,1,Prefer not to say,3,4,3,8,2,7,0,Prefer not to say,9,Sometimes,Prefer not to say,Sometimes,"Always ","Never ","Never ",Prefer not to say,Sometimes,Sometimes,"Always ",Prefer not to say,Prefer not to say,Sometimes,"Never ",Sometimes,"Never ",Prefer not to say,A little,Hardly ever,Often,Almost never,Almost never,"Very often ",Sometimes,Sometimes,Sometimes,"Very often ",Sometimes,Sometimes,Prefer not to say,"Very often ","Very often ",Almost never,Almost never,Almost never,Prefer not to say,Often,Prefer not to say,"Very often ",Prefer not to say,No,Two,Once,Prefer not to say,Yes,My postcode is:,EC1A 1HQ,"Listening to music ,Something else ",,TestSchoolC,,
2024-07-18 11:14:40,2024-07-18 11:14:40,Survey Test,100,0,True,2024-07-18 11:14:40,R_eG8mMCrtsKyEhv0,test,,"Yes, I am happy to take part",Prefer not to say,Boy,May,18,1988,Fair,Some of the time,At no time,Most of the time,Less than half of the time,At no time,4,4,Prefer not to say,Prefer not to say,7,1,10,Prefer not to say,6,0,9,Always,"Always ","Never ","Never ","Never ","Always ",Prefer not to say,"Never ",Prefer not to say,"Never ",Prefer not to say,Prefer not to say,"Always ","Always ",Prefer not to say,"Never ",I don’t like it very much,Prefer not to say,Hardly ever,Prefer not to say,Sometimes,Sometimes,Sometimes,Sometimes,"Very often ",Often,Almost never,Often,Prefer not to say,Almost never,"Very often ","Very often ","Very often ","Very often ",Prefer not to say,Almost never,Sometimes,Prefer not to say,Almost never,"Yes, two or more",Prefer not to say,Two,Once,One,Prefer not to say,Don't know postcode,,"Doing things with family ",,TestSchoolC,,
2024-07-18 11:14:41,2024-07-18 11:14:41,Survey Test,100,0,True,2024-07-18 11:14:41,R_eOKjJz2KRjHq86i,test,,"Yes, I am happy to take part",P7,Girl,August,31,1963,Fair,All of the time,All of the time,Less than half of the time,At no time,Less than half of the time,8,5,3,3,3,Prefer not to say,6,5,Prefer not to say,0,7,"Never ","Never ","Always ",Sometimes,Prefer not to say,Prefer not to say,"Never ","Never ","Always ",Prefer not to say,"Never ",Prefer not to say,"Never ",Prefer not to say,"Never ",Sometimes,Prefer not to say,A little,Often,Very often,"Very often ",Prefer not to say,Prefer not to say,Sometimes,"Very often ",Prefer not to say,"Very often ",Almost never,Prefer not to say,Often,Almost never,Sometimes,Prefer not to say,Prefer not to say,Sometimes,Sometimes,Almost never,"Very often ",Sometimes,No,Prefer not to say,One,Twice,None,No,Prefer not to say,,"Watching TV ,Going on the internet ,Doing things with family ",,TestSchoolC,,
2024-07-18 11:14:41,2024-07-18 11:14:41,Survey Test,100,0,True,2024-07-18 11:14:41,R_0SqbTAejMub5Ez4,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestSchoolC,,
2024-07-18 11:14:41,2024-07-18 11:14:41,Survey Test,100,0,True,2024-07-18 11:14:41,R_07VPMqt32h4jz5s,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestSchoolC,,
2024-07-18 11:14:41,2024-07-18 11:14:41,Survey Test,100,0,True,2024-07-18 11:14:42,R_cvkbx7EvqrQarTo,test,,"Yes, I am happy to take part",P7,Prefer not to say,May,2,2031,Good,Some of the time,More than half of the time,At no time,At no time,Some of the time,7,4,7,6,4,4,10,8,8,8,5,"Never ","Always ",Sometimes,"Always ","Always ","Always ","Always ","Always ","Never ","Always ","Always ",Sometimes,Prefer not to say,"Never ","Always ",Prefer not to say,I like it a lot,A lot,Often,Sometimes,Often,"Very often ",Often,Often,"Very often ",Prefer not to say,Prefer not to say,Often,Prefer not to say,Often,Often,Prefer not to say,Prefer not to say,Sometimes,Almost never,Sometimes,Almost never,Prefer not to say,Prefer not to say,No,Prefer not to say,Prefer not to say,Prefer not to say,One,No,Don't know postcode,,"Chatting/messaging friends on phone or computer ,Outdoor activities (playing, walking, cycling etc) ",,TestSchoolC,,
2024-07-18 11:14:42,2024-07-18 11:14:42,Survey Test,100,0,True,2024-07-18 11:14:42,R_40VT30ROKyDQ3ye,test,,"Yes, I am happy to take part",P7,In another way,September,12,2003,Prefer not to say,Less than half of the time,Most of the time,At no time,Prefer not to say,Most of the time,0,8,10,Prefer not to say,7,0,1,9,6,6,4,"Never ",Prefer not to say,"Always ",Prefer not to say,Prefer not to say,Sometimes,Prefer not to say,Sometimes,Prefer not to say,"Always ",Sometimes,"Never ",Sometimes,"Always ",Sometimes,Prefer not to say,I like it a lot,A little,Often,Sometimes,Prefer not to say,Prefer not to say,"Very often ","Very often ",Often,"Very often ",Sometimes,Often,"Very often ",Sometimes,"Very often ",Sometimes,Sometimes,Sometimes,"Very often ",Prefer not to say,"Very often ","Very often ",Sometimes,No,No,Prefer not to say,Not at all,One,No,My postcode is:,EC1A 1HQ,"Reading ,Going on the internet ",,TestSchoolC,,
2024-07-18 11:14:42,2024-07-18 11:14:42,Survey Test,100,0,True,2024-07-18 11:14:42,R_dg8MoI7kB2gfkDs,test,,"Yes, I am happy to take part",P6,Prefer not to say,October,19,1978,Excellent,All of the time,Prefer not to say,More than half of the time,At no time,Prefer not to say,Prefer not to say,8,2,9,1,3,7,8,9,2,8,Sometimes,Prefer not to say,Sometimes,"Always ",Sometimes,Prefer not to say,"Always ","Never ","Always ","Never ",Sometimes,"Always ","Never ",Prefer not to say,"Always ",Prefer not to say,I like it a lot,Prefer not to say,Always,Very often,Often,Prefer not to say,"Very often ",Sometimes,Sometimes,Prefer not to say,Often,Often,Almost never,"Very often ",Prefer not to say,Often,Often,Sometimes,Prefer not to say,Often,Almost never,Almost never,"Very often ",No,Prefer not to say,One,Once,One,Yes,My postcode is:,EC1A 1HQ,"Hanging out with friends ,Outdoor activities (playing, walking, cycling etc) ,Going on the internet ",,TestSchoolC,,
2024-07-18 11:14:42,2024-07-18 11:14:42,Survey Test,100,0,True,2024-07-18 11:14:42,R_5suT4vSyaFFnMCW,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestSchoolC,,
2024-07-18 11:14:42,2024-07-18 11:14:43,Survey Test,100,1,True,2024-07-18 11:14:43,R_0kAKBfri9zcKA6O,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestSchoolC,,
2024-07-18 11:14:43,2024-07-18 11:14:43,Survey Test,100,0,True,2024-07-18 11:14:43,R_558jcLArBCdWG34,test,,"Yes, I am happy to take part",P7,Boy,October,28,1915,Excellent,Some of the time,Some of the time,At no time,More than half of the time,Less than half of the time,0,0,7,2,5,0,2,8,Prefer not to say,4,5,Always,"Always ","Always ","Always ",Prefer not to say,"Always ","Never ",Sometimes,Prefer not to say,Sometimes,Sometimes,Prefer not to say,Sometimes,Sometimes,Prefer not to say,Prefer not to say,I like it a lot,Not at all,Often,Prefer not to say,Sometimes,Prefer not to say,"Very often ",Often,"Very often ","Very often ",Prefer not to say,Prefer not to say,Sometimes,Often,Prefer not to say,Almost never,Almost never,"Very often ",Almost never,Sometimes,"Very often ",Almost never,Sometimes,"Yes, two or more",No,One,Not at all,Two,Prefer not to say,Don't know postcode,,"Watching TV ,Reading ,Something else ",,TestSchoolC,,
2024-07-18 11:14:43,2024-07-18 11:14:43,Survey Test,100,0,True,2024-07-18 11:14:43,R_6PdpAPxmMvAu5sq,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestSchoolC,,
2024-07-18 11:14:43,2024-07-18 11:14:43,Survey Test,100,0,True,2024-07-18 11:14:43,R_02lq6pvd9UQRHCK,test,,"Yes, I am happy to take part",P7,Girl,August,30,2032,Poor,Less than half of the time,At no time,Some of the time,Less than half of the time,Prefer not to say,1,6,5,1,0,5,8,0,9,Prefer not to say,5,Prefer not to say,"Always ","Never ","Never ","Never ","Always ",Prefer not to say,Sometimes,Sometimes,"Always ","Never ","Always ","Always ","Never ",Prefer not to say,"Never ",I don’t like it very much,Not at all,Hardly ever,Prefer not to say,Prefer not to say,Sometimes,Often,Sometimes,Prefer not to say,"Very often ",Prefer not to say,Prefer not to say,"Very often ",Almost never,"Very often ",Prefer not to say,Prefer not to say,Sometimes,Almost never,Sometimes,Almost never,Prefer not to say,Sometimes,Prefer not to say,No,Two,More than twice,Prefer not to say,No,Don't know postcode,,"Outdoor activities (playing, walking, cycling etc) ,Listening to music ,Something else ",,TestSchoolC,,
2024-07-18 11:14:43,2024-07-18 11:14:44,Survey Test,100,1,True,2024-07-18 11:14:44,R_7PP7kC1eJUhw4Jw,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestSchoolC,,
2024-07-18 11:14:44,2024-07-18 11:14:44,Survey Test,100,0,True,2024-07-18 11:14:44,R_7225pDGQgVCRoa2,test,,"Yes, I am happy to take part",P6,In another way,January,24,2040,Fair,Less than half of the time,Most of the time,At no time,Most of the time,Most of the time,10,9,6,1,Prefer not to say,0,3,2,3,9,6,Prefer not to say,Sometimes,Prefer not to say,"Never ",Prefer not to say,"Always ","Never ",Prefer not to say,Sometimes,Sometimes,Sometimes,"Never ","Always ","Never ",Sometimes,Sometimes,I don’t like it at all,Prefer not to say,Hardly ever,Sometimes,Sometimes,Sometimes,Almost never,Prefer not to say,Often,Almost never,Sometimes,Prefer not to say,Almost never,Almost never,Prefer not to say,Sometimes,Prefer not to say,Often,Sometimes,"Very often ",Often,Often,"Very often ",No,No,None,Not at all,Two,No,Prefer not to say,,"Listening to music ",,TestSchoolC,,
2024-07-18 11:14:44,2024-07-18 11:14:44,Survey Test,100,0,True,2024-07-18 11:14:44,R_bx9JOCRitW7quCq,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestSchoolC,,
